id,activity_type,title,link,dt,description,source
4032,watch,아이엘츠 스피킹 Band 6.5 한국인 모의시험 (피드백 포함) IELTS Speaking [edm아이엘츠],https://www.youtube.com/watch?v=COIwVbnwPsI,2022-07-13 14:44,,watch
4033,watch,Sia-Chandelier-日本語訳,https://www.youtube.com/watch?v=9TxGzbp06Do,2022-07-13 14:45,,watch
4034,search,chandelier,https://www.youtube.com/results?search_query=chandelier,2022-07-13 14:45:38.790000+00:00,,search
4035,search,chandelier　和訳,https://www.youtube.com/results?search_query=chandelier%E3%80%80%E5%92%8C%E8%A8%B3,2022-07-13 14:45:43.870000+00:00,,search
4036,post-search-watch,【辛い時に聴きたい洋楽】Sia - 和訳,https://www.youtube.com/watch?v=qCswdniuEI0,2022-07-13 14:47,,watch
4037,watch,ちゃんみな - 美人 / THE FIRST TAKE,https://www.youtube.com/watch?v=ix9_dWrC2ec,2022-07-13 14:51,,watch
4038,search,ちゃんみな 美人,https://www.youtube.com/results?search_query=%E3%81%A1%E3%82%83%E3%82%93%E3%81%BF%E3%81%AA+%E7%BE%8E%E4%BA%BA,2022-07-13 14:51:05.131000+00:00,,search
4039,post-search-watch,ちゃんみな - ハレンチ / THE FIRST TAKE,https://www.youtube.com/watch?v=rRCUgDWq_5U,2022-07-13 14:54,,watch
4040,search,ちゃんみな ,https://www.youtube.com/results?search_query=%E3%81%A1%E3%82%83%E3%82%93%E3%81%BF%E3%81%AA+,2022-07-13 14:54:15.355000+00:00,,search
4041,post-search-watch,TWICEミナ、ノーメイクのすっぴん美肌を披露！真夜中の撮影で…SK-II「どうする?真夜中の撮影」【MINA／미나】,https://www.youtube.com/watch?v=r1W014Dma74,2022-07-13 14:58,,watch
4042,watch,〖和訳/中毒性あり〗”僕にだけその姿を見せて” Bad for me - Sebastián Javier,https://www.youtube.com/watch?v=51GX-177aR4,2022-07-13 14:59,,watch
4043,watch,安倍元総理が最後に応援演説　佐藤啓氏（自民）が奈良で当選(2022年7月10日),https://www.youtube.com/watch?v=3GnfECSbDXY,2022-07-14 04:40,,watch
4044,watch,元内閣総理大臣 安倍晋三氏 卒業式スピーチ「大切なことは失敗から立ち上がること」｜令和3年度近畿大学卒業式,https://www.youtube.com/watch?v=LsM20uORG2I,2022-07-14 04:41,,watch
4045,watch,"TWICEミナ、無邪気に笑う姿がかわいすぎ！Mina, too cute with her innocent smile.　SK-II「どうする? 真夜中の撮影」キャンペーン公開記念",https://www.youtube.com/watch?v=TIv-4bGTet8,2022-07-14 04:42,,watch
4046,watch,TWICEミナ、三吉彩花＆渡辺直美との再会に「本当にうれしい」「3人で後ろで緊張するねって」SK-Ⅱ「どうする？真夜中の撮影」キャンペーン公開記念イベント,https://www.youtube.com/watch?v=b0umZpdDzwQ,2022-07-14 04:44,,watch
4047,watch,応急処置の医師「ひと目みた瞬間にかなり厳しいと思った」　安倍元首相銃撃事件　【現場から中継】（7月9日午後6時ごろ）【報道ランナー】,https://www.youtube.com/watch?v=xYb7owtZZFc,2022-07-14 04:47,,watch
4048,watch,総理官邸でハプニング！浅田真央選手と安倍総理が・・・(14/04/25),https://www.youtube.com/watch?v=wkhgFqq8Tr8,2022-07-14 04:49,,watch
4049,watch,https://www.youtube.com/watch?v=pgIaMaZl0IU,https://www.youtube.com/watch?v=pgIaMaZl0IU,2022-07-14 04:50,,watch
4050,watch,XG - MASCARA (Visual Teaser) | Behind The Scenes,https://www.youtube.com/watch?v=AMdskqk_3HY,2022-07-14 04:51,,watch
4051,watch,【XG】各メンバーの役割について/パフォーマンスとのギャップで沼落ち確定！？【MASCARA/XGALX】,https://www.youtube.com/watch?v=HvoOz46_L9I,2022-07-14 04:57,,watch
4052,search,xg,https://www.youtube.com/results?search_query=xg,2022-07-14 04:57:00.961000+00:00,,search
4053,watch,[쇼챔직캠 4K] XG - MASCARA (엑스지 - 마스카라) l Show Champion l EP.441,https://www.youtube.com/watch?v=k8dx0TkQzm8,2022-07-14 05:04,,watch
4054,watch,XG Featured On Japanese TV News For #1 On iTunes Alternative 🎵,https://www.youtube.com/watch?v=LUMdOTKajzg,2022-07-14 05:06,,watch
4055,watch,安倍総理からのメッセージ Twitter ver.―令和2年9月16日,https://www.youtube.com/watch?v=CFLOiR2EbKM,2022-07-14 05:09,,watch
4056,watch,あやめ無双 「かっきーは頭の中までまっさらなの？」 　賀喜遥香 　筒井あやめ,https://www.youtube.com/watch?v=4i_QDehwBXQ,2022-07-14 05:11,,watch
4057,watch,TWICEミナ、あり得ない状況でも圧倒的美貌！三吉彩花らと真夜中の撮影に挑む　SK-II「どうする？真夜中の撮影」,https://www.youtube.com/watch?v=QUgs3LKRZ5c,2022-07-14 05:12,,watch
4058,watch,https://www.youtube.com/watch?v=JRIHtKlBNIY,https://www.youtube.com/watch?v=JRIHtKlBNIY,2022-07-14 05:13,,watch
4059,watch,MASCARA CHALLENGE WITH #YEOREUM (WJSN) ✨ #Short,https://www.youtube.com/watch?v=zcb-iGSyvkI,2022-07-14 05:13,,watch
4060,watch,"⟬ XG ヒナタ🐣 ⟭ ヒナタちゃんの『Oh, no !!👸🏼🤭🤍』で 恋👼🏻💘💞 #HINATA #XG_MASCARA",https://www.youtube.com/watch?v=CwuNWvQNF3k,2022-07-14 05:15,,watch
4061,watch,https://www.youtube.com/watch?v=OHfvB7uF9_8,https://www.youtube.com/watch?v=OHfvB7uF9_8,2022-07-14 05:28,,watch
4062,watch,https://www.youtube.com/watch?v=1g2SMiOp81I,https://www.youtube.com/watch?v=1g2SMiOp81I,2022-07-14 05:33,,watch
4063,watch,【安倍元首相死去】菅前首相コメント＜安倍元首相が死去＞,https://www.youtube.com/watch?v=UFNmhoE6ygY,2022-07-14 05:42,,watch
4064,watch,祝！2020年東京五輪決定！,https://www.youtube.com/watch?v=SbHwxrnsHKg,2022-07-14 05:46,,watch
4065,watch,映画『スポットライト　世紀のスクープ』予告編,https://www.youtube.com/watch?v=h8TwCzA59Lg,2022-07-14 06:02,,watch
4066,watch,『スポットライト　世紀のスクープ』マイケル・キートンインタビュー動画,https://www.youtube.com/watch?v=ejZkPlhz2UE,2022-07-14 08:46,,watch
4067,watch,町山智浩 映画「スポットライト 世紀のスクープ」を紹介 たまむすび,https://www.youtube.com/watch?v=g9xdc4e1gdU,2022-07-14 08:55,,watch
4068,watch,https://www.youtube.com/watch?v=UVBkGP12Je0,https://www.youtube.com/watch?v=UVBkGP12Je0,2022-07-14 08:56,,watch
4069,watch,初来日のレイチェル・マクアダムス、花柄ワンピースで記者会見に登壇,https://www.youtube.com/watch?v=kibW5uAvhRM,2022-07-14 09:01,,watch
4070,watch,【場面緘黙症】家の外では話せない…14歳少女の｢夢｣と支える家族『every.特集』,https://www.youtube.com/watch?v=0EzC2GXaOKE,2022-07-14 09:05,,watch
4071,watch,【27万人調査】「女の汁ってどんな味？」集めてみたよ,https://www.youtube.com/watch?v=wDMe8gzd_VU,2022-07-14 09:11,,watch
4072,watch,六本木クラスのキャストが想像より凄かった件,https://www.youtube.com/watch?v=KqtucYFS9Xs,2022-07-14 09:13,,watch
4073,watch,ビートたけし安倍総理に世界のトップいじり流石過ぎる,https://www.youtube.com/watch?v=1FFRRHay82A,2022-07-14 09:35,,watch
4074,watch,One Direction - Story of My Life,https://www.youtube.com/watch?v=W-TE_Ys4iwM,2022-07-14 09:35,,watch
4075,watch,安倍総理「菅氏とは一心同体」”不仲説”打ち消す,https://www.youtube.com/watch?v=sSW_nobY8yA,2022-07-14 09:50,,watch
4076,watch,【総裁選】安倍晋三候補・麻生太郎元総裁　街頭演説会＠秋葉原,https://www.youtube.com/watch?v=8yKpLNdKt8I,2022-07-14 09:51,,watch
4077,watch,https://www.youtube.com/watch?v=EjCtiHHZnT4,https://www.youtube.com/watch?v=EjCtiHHZnT4,2022-07-14 09:56,,watch
4078,search,麻生 安倍 仲良し,https://www.youtube.com/results?search_query=%E9%BA%BB%E7%94%9F+%E5%AE%89%E5%80%8D+%E4%BB%B2%E8%89%AF%E3%81%97,2022-07-14 09:56:41.848000+00:00,,search
4079,post-search-watch,https://www.youtube.com/watch?v=2q7mA0H30G0,https://www.youtube.com/watch?v=2q7mA0H30G0,2022-07-14 09:57,,watch
4080,watch,【27万人調査】「マジで結婚しない方がいい男の特徴8選」聞いてみたよ,https://www.youtube.com/watch?v=ec1-G01c9xc,2022-07-14 09:58,,watch
4081,watch,パンプス論戦　共産党小池氏　総理答弁を異例の評価,https://www.youtube.com/watch?v=8RW2e5O7-O4,2022-07-14 10:00,,watch
4082,watch,［和訳］18 - One Direction,https://www.youtube.com/watch?v=67b5Vcjoi6I,2022-07-14 10:07,,watch
4083,watch,【和訳】Truthfully - DNCE,https://www.youtube.com/watch?v=z6ERKkuhw8A,2022-07-14 10:12,,watch
4084,watch,https://www.youtube.com/watch?v=NkaHPif6j04,https://www.youtube.com/watch?v=NkaHPif6j04,2022-07-14 10:14,,watch
4085,watch,【27万人調査】「彼女の穴が臭い時の上手い伝え方8選」聞いてみたよ,https://www.youtube.com/watch?v=0eurzoHoAFc,2022-07-14 10:17,,watch
4086,watch,NHKの緊急放送チャイム3段階,https://www.youtube.com/watch?v=wLVhx_dRjeY,2022-07-14 10:22,,watch
4087,watch,【27万人調査】「たまらなかった彼女からの言葉責め8選」聞いてみたよ,https://www.youtube.com/watch?v=p9btnnt7G7c,2022-07-14 10:23,,watch
4088,watch,【27万人調査】「ソロでしか達せない人の話」集めてみたよ,https://www.youtube.com/watch?v=3QiSsQ4PQJc,2022-07-14 10:33,,watch
4089,watch,英下院議長の“野次の諫め方”① 190201,https://www.youtube.com/watch?v=6IprVBCXihU,2022-07-14 10:48,,watch
4090,watch,【27万人調査】「彼氏に性病うつされた人の話」集めてみたよ,https://www.youtube.com/watch?v=EBu2FB4sqXM,2022-07-14 10:51,,watch
4091,watch,【公式】「乃木坂工事中」# 366「乃木坂46 ベストメンバー①」2022.06.26 OA,https://www.youtube.com/watch?v=s9wVn2ossb8,2022-07-14 10:54,,watch
4092,search,乃木坂46,https://www.youtube.com/results?search_query=%E4%B9%83%E6%9C%A8%E5%9D%8246,2022-07-14 10:54:00.588000+00:00,,search
4093,post-search-watch,【SPY×FAMILY】アーニャ＆ヨルのコスプレで奇跡の1枚を撮影せよ！【アニメ】【コスプレ】,https://www.youtube.com/watch?v=qHemLfmgE9o,2022-07-14 10:55,,watch
4094,watch,【公式】「乃木坂工事中」# 368「乃木坂46 ベストメンバー③・キメ顔グランプリ①」2022.07.10 OA,https://www.youtube.com/watch?v=jwgkzR6W0RQ,2022-07-14 10:56,,watch
4095,watch,https://www.youtube.com/watch?v=jHJYHMclhC8,https://www.youtube.com/watch?v=jHJYHMclhC8,2022-07-14 11:08,,watch
4096,search,安倍総理 吉本新喜劇,https://www.youtube.com/results?search_query=%E5%AE%89%E5%80%8D%E7%B7%8F%E7%90%86+%E5%90%89%E6%9C%AC%E6%96%B0%E5%96%9C%E5%8A%87,2022-07-14 11:08:13.796000+00:00,,search
4097,post-search-watch,「W選あるんか～い」吉本新喜劇ツッコミに総理は・・・(19/06/06),https://www.youtube.com/watch?v=azOe0X37c9I,2022-07-14 11:09,,watch
4098,watch,総理の前で「乳首ドリル」反応は？,https://www.youtube.com/watch?v=qb4fnL2R-EA,2022-07-14 11:10,,watch
4099,search,ビスケッティ 佐竹,https://www.youtube.com/results?search_query=%E3%83%93%E3%82%B9%E3%82%B1%E3%83%83%E3%83%86%E3%82%A3+%E4%BD%90%E7%AB%B9,2022-07-14 11:13:47.238000+00:00,,search
4100,post-search-watch,ニセ野さんとの対談シリーズ NGテイク　#西野亮廣 #安倍晋三 #モノマネ,https://www.youtube.com/watch?v=93UnqFy1EsM,2022-07-14 11:14,,watch
4101,watch,参議院で「子ども国会」　安倍総理に厳しい一言(17/07/31),https://www.youtube.com/watch?v=xUMX2CQw13I,2022-07-14 11:15,,watch
4102,search,安倍総理　国会,https://www.youtube.com/results?search_query=%E5%AE%89%E5%80%8D%E7%B7%8F%E7%90%86%E3%80%80%E5%9B%BD%E4%BC%9A,2022-07-14 11:15:04.941000+00:00,,search
4103,post-search-watch,https://www.youtube.com/watch?v=Ftc11WW9TuA,https://www.youtube.com/watch?v=Ftc11WW9TuA,2022-07-14 11:17,,watch
4104,watch,"「やじやめて！」安倍総理に""あの人""が苦言（13/04/09）",https://www.youtube.com/watch?v=erVpoUwtIO0,2022-07-14 11:28,,watch
4105,watch,国会でプラカード使用を巡り、総理と蓮舫代表が応酬(17/01/24),https://www.youtube.com/watch?v=tNDAM5ss6pc,2022-07-14 11:29,,watch
4106,watch,「グリーン乗らなきゃ」安倍総理、ゴルフに例え応戦（13/10/21）,https://www.youtube.com/watch?v=m5xplddPH6g,2022-07-14 11:30,,watch
4107,search,福島瑞穂,https://www.youtube.com/results?search_query=%E7%A6%8F%E5%B3%B6%E7%91%9E%E7%A9%82,2022-07-14 11:35:21.020000+00:00,,search
4108,search,福島瑞穂 若い頃,https://www.youtube.com/results?search_query=%E7%A6%8F%E5%B3%B6%E7%91%9E%E7%A9%82+%E8%8B%A5%E3%81%84%E9%A0%83,2022-07-14 11:35:30.708000+00:00,,search
4109,search,福島瑞穂 国会,https://www.youtube.com/results?search_query=%E7%A6%8F%E5%B3%B6%E7%91%9E%E7%A9%82+%E5%9B%BD%E4%BC%9A,2022-07-14 11:35:43.372000+00:00,,search
4110,post-search-watch,2021年3月3日 参議院 予算委員会 福島みずほ 議員,https://www.youtube.com/watch?v=FMgxAEQpeQA,2022-07-14 11:36,,watch
4111,watch,【社民】「あなたの弱音が政治の課題」ライフワークの選択的夫婦別姓はどう実現？福島みずほ党首に聞く21の質問【ノーカット】｜#アベプラ《アベマで放送中》,https://www.youtube.com/watch?v=8oCIcZoaQXA,2022-07-14 11:37,,watch
4112,search,福島みずほ　国会,https://www.youtube.com/results?search_query=%E7%A6%8F%E5%B3%B6%E3%81%BF%E3%81%9A%E3%81%BB%E3%80%80%E5%9B%BD%E4%BC%9A,2022-07-14 11:37:36.193000+00:00,,search
4113,post-search-watch,[SERO CAM🎥] AYAKA (아야카) | NiziU (니쥬) - Dance The Night Away (원곡:TWICE) | KCON 2022 Premiere in Seoul,https://www.youtube.com/watch?v=ITSf9u9uXUM,2022-07-14 11:42,,watch
4114,watch,党首討論　安倍総理vs蓮舫代表　“カジノ法案”論戦(16/12/07),https://www.youtube.com/watch?v=i1aIK80CXTA,2022-07-14 11:47,,watch
4115,watch,https://www.youtube.com/watch?v=2U9Du_nwylc,https://www.youtube.com/watch?v=2U9Du_nwylc,2022-07-14 11:49,,watch
4116,watch,【ノーカット】安倍総理 野党議員に「嘘つき」,https://www.youtube.com/watch?v=fvabkny-Wr8,2022-07-14 12:01,,watch
4117,watch,【大好評につき配信期間延長！】林修も唸った！イェール大学助教授・成田悠輔★経済・教育・・・思い込みを捨て、データを見ると新しい世界が,https://www.youtube.com/watch?v=qrVXm5gv4tM,2022-07-14 12:01,,watch
4118,watch,【“桜を見る会”前夜祭】サントリーが酒を無償提供…泉代表｢違法献金の可能性｣,https://www.youtube.com/watch?v=LeDSWwGq1EA,2022-07-14 12:06,,watch
4119,watch,安倍首相が私邸周辺を散歩 通行人らと握手や写真撮影,https://www.youtube.com/watch?v=xooaEtBcn0o,2022-07-14 12:11,,watch
4120,watch,【独占密着】プライベートを初公開　岸田氏独占取材...“ポスト安倍”の行方  2020年8月24日放送『news every.』より【Mr.Kishida reveals private life】,https://www.youtube.com/watch?v=fam2hY_CNDk,2022-07-14 12:12,,watch
4121,search,岸田文雄 英語,https://www.youtube.com/results?search_query=%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84+%E8%8B%B1%E8%AA%9E,2022-07-14 12:17:22.121000+00:00,,search
4122,post-search-watch,【密着】妻から見た岸田文雄新総裁　第一印象で「結婚するんだろうな…」｜岸田裕子さん,https://www.youtube.com/watch?v=nq7ac2CnGTs,2022-07-14 12:18,,watch
4123,watch,サッカーのイニエスタ選手　安倍総理を表敬訪問(19/01/19),https://www.youtube.com/watch?v=c-lVTHFG42Y,2022-07-14 12:22,,watch
4124,watch,https://www.youtube.com/watch?v=ZOvMCPnIWxA,https://www.youtube.com/watch?v=ZOvMCPnIWxA,2022-07-14 12:24,,watch
4125,watch,https://www.youtube.com/watch?v=ts-cJyrVf14,https://www.youtube.com/watch?v=ts-cJyrVf14,2022-07-14 12:35,,watch
4126,watch,https://www.youtube.com/watch?v=TLRK96J2-qM,https://www.youtube.com/watch?v=TLRK96J2-qM,2022-07-14 12:35,,watch
4127,watch,野田総理「18歳から喫煙してた」と国会で発言し・・・（12/03/09）,https://www.youtube.com/watch?v=ikGfP5Z5E9I,2022-07-14 12:38,,watch
4128,watch,https://www.youtube.com/watch?v=2SqrRzGRfhY,https://www.youtube.com/watch?v=2SqrRzGRfhY,2022-07-14 12:40,,watch
4129,watch,辻元清美さん「死を悼むこととアベノミクス検証は別」「免罪符にならない」「中条きよしさんには負けたくない」参院選を振り返る(2022年７月11日),https://www.youtube.com/watch?v=k7AXTnPaZJ4,2022-07-14 12:48,,watch
4130,watch,安倍総理がヤジで謝罪　不規則な発言「お詫びする」(20/02/17),https://www.youtube.com/watch?v=fWh1AZS4uJc,2022-07-14 12:48,,watch
4131,search,安倍晋三 国会,https://www.youtube.com/results?search_query=%E5%AE%89%E5%80%8D%E6%99%8B%E4%B8%89+%E5%9B%BD%E4%BC%9A,2022-07-14 12:48:31.702000+00:00,,search
4132,watch,https://www.youtube.com/watch?v=L6Em7RdoZZA,https://www.youtube.com/watch?v=L6Em7RdoZZA,2022-07-14 14:00,,watch
4133,watch,【ノーカット】小野田紀美氏（自民）が当選「全力で6年間の任期果たす」(2022年7月10日),https://www.youtube.com/watch?v=uu3s2uJV1O0,2022-07-14 14:13,,watch
4134,search,山添　安倍総理,https://www.youtube.com/results?search_query=%E5%B1%B1%E6%B7%BB%E3%80%80%E5%AE%89%E5%80%8D%E7%B7%8F%E7%90%86,2022-07-14 14:20:50.620000+00:00,,search
4135,post-search-watch,『新聞記者』 予告編 - Netflix,https://www.youtube.com/watch?v=ikFlFJvmK6E,2022-07-14 14:23,,watch
4136,watch,2021年注目ニュースのウラ側 【森友学園問題】自殺した赤木俊夫さんの妻の請求を、突然国が認め“幕引き”！一体なぜ？？,https://www.youtube.com/watch?v=KGGJbT0SdPc,2022-07-14 14:27,,watch
4137,watch,森友文書改ざん問題　野党が初めて総理を直接追求(18/03/19),https://www.youtube.com/watch?v=UodpwLdc_HM,2022-07-14 14:39,,watch
4138,watch,https://www.youtube.com/watch?v=BQHHtaQd23Q,https://www.youtube.com/watch?v=BQHHtaQd23Q,2022-07-15 00:33,,watch
4139,search,clap clap,https://www.youtube.com/results?search_query=clap+clap,2022-07-15 00:33:05.395000+00:00,,search
4140,post-search-watch,https://www.youtube.com/watch?v=kWn-peNcfqg,https://www.youtube.com/watch?v=kWn-peNcfqg,2022-07-15 00:36,,watch
4141,watch,[MR Removed | エムアル除去] NiziU (ニジュー) - 『CLAP CLAP』MR除去 220714,https://www.youtube.com/watch?v=A8OfVaFmkXk,2022-07-15 00:40,,watch
4142,watch,[쇼챔직캠 4K] XG - MASCARA (엑스지 - 마스카라) l Show Champion l EP.441,https://www.youtube.com/watch?v=k8dx0TkQzm8,2022-07-15 00:42,,watch
4143,search,mascara,https://www.youtube.com/results?search_query=mascara,2022-07-15 00:42:37.763000+00:00,,search
4144,post-search-watch,XG - MASCARA (Choreography),https://www.youtube.com/watch?v=4n1BiYoDccc,2022-07-15 00:46,,watch
4145,search,1D 女性キー,https://www.youtube.com/results?search_query=1D+%E5%A5%B3%E6%80%A7%E3%82%AD%E3%83%BC,2022-07-15 00:50:57.827000+00:00,,search
4146,post-search-watch,【洋楽カラオケすぐに歌える】Live While We're Young  　One Directionワンダイレクション,https://www.youtube.com/watch?v=DSj_UlhkYuE,2022-07-15 00:51,,watch
4147,search,1D 女性キー　カラオケ,https://www.youtube.com/results?search_query=1D+%E5%A5%B3%E6%80%A7%E3%82%AD%E3%83%BC%E3%80%80%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1,2022-07-15 00:51:03.579000+00:00,,search
4148,search,ワンダイレクション　カラオケ,https://www.youtube.com/results?search_query=%E3%83%AF%E3%83%B3%E3%83%80%E3%82%A4%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E3%80%80%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1,2022-07-15 00:51:15.709000+00:00,,search
4149,post-search-watch,∞ Happily ∞    One Direction    [和訳],https://www.youtube.com/watch?v=odrJh7LK6x4,2022-07-15 00:54,,watch
4150,watch,《和訳》Kiss You - One Direction,https://www.youtube.com/watch?v=ETf0-cdk_18,2022-07-15 00:55,,watch
4151,watch,［和訳］Diana - One Direction,https://www.youtube.com/watch?v=a1_l6SSdykI,2022-07-15 00:55,,watch
4152,watch,Shape of You - Ed Sheeran 【和訳】,https://www.youtube.com/watch?v=dGK13XJqeQ4,2022-07-15 00:58,,watch
4153,watch,【5万人調査】「理性を爆破させる誘い方8選」聞いてみたよ,https://www.youtube.com/watch?v=5MrUtOUgldI,2022-07-15 16:50,,watch
4154,watch,[NiziU LOG] #32 禁止語ゲーム,https://www.youtube.com/watch?v=zFxBgvCQYLk,2022-07-15 16:52,,watch
4155,watch,https://www.youtube.com/watch?v=PVzKXOrgoUk,https://www.youtube.com/watch?v=PVzKXOrgoUk,2022-07-16 01:42,,watch
4156,watch,NiziU「CLAP CLAP」featuring guide Video,https://www.youtube.com/watch?v=AJj5wqmWQyU,2022-07-16 01:49,,watch
4157,watch,【アットコスメ】ミス東大がSNSバズりコスメを大量レビュー♡【KATE/コスメデコルテ/エレガンス etc...】,https://www.youtube.com/watch?v=rj97mdG9tko,2022-07-16 10:16,,watch
4158,watch,「ヒヤマケンタロウの妊娠」本予告編 - Netflix,https://www.youtube.com/watch?v=b5QnJfOrSmE,2022-07-17 03:34,,watch
4159,watch,『LION／ライオン　～25年目のただいま～』予告編,https://www.youtube.com/watch?v=5pC9WO_BIyU,2022-07-17 05:38,,watch
4160,watch,NiziU「CLAP CLAP」Information Video,https://www.youtube.com/watch?v=HPhUd9p_Izg,2022-07-17 06:01,,watch
4161,watch,XG - MASCARA (Dance Practice Moving ver. ) Highlight #1,https://www.youtube.com/watch?v=guzuYP9Mfiw,2022-07-17 06:02,,watch
4162,shorts,【XG】メンバーの話す言語がバラバラ過ぎる件笑笑 #kpop #shorts #xg,https://www.youtube.com/watch?v=bBUuVPP_lvo,2022-07-17 06:03,,watch
4163,watch,【プロポーズ】約３年ぶりに再会した空港でサプライズプロポーズ。国際カップル。５年間の遠距離恋愛。,https://www.youtube.com/watch?v=PhnbBniyZdY,2022-07-17 06:05,,watch
4164,watch,安倍総理は「ジューシー」がお好き?!,https://www.youtube.com/watch?v=f7wQUOjSqhc,2022-07-17 06:13,,watch
4165,watch,XG - MASCARA (Dance Practice Moving ver. ),https://www.youtube.com/watch?v=3eI0raIurRQ,2022-07-17 06:14,,watch
4166,watch,【祝🎉再契約】メンバーが語る国籍も年齢も超えた奇跡的な仲の良さ,https://www.youtube.com/watch?v=atgIel9NnDk,2022-07-17 06:15,,watch
4167,watch,公式的にTWICE全員の再契約が発表!!メンバーが語る再契約の理由とは,https://www.youtube.com/watch?v=RnA8zeWfMtc,2022-07-17 06:20,,watch
4168,watch,【5万人調査】「おすすめできる良い感じのゴム7選」聞いてみたよ,https://www.youtube.com/watch?v=_dvUXMZIg70,2022-07-17 06:24,,watch
4169,watch,安倍総理 ゴルフ外交“珍プレー”（2019年5月20日）,https://www.youtube.com/watch?v=2U-qxm-wy5Q,2022-07-17 06:32,,watch
4170,watch,イギリス🇬🇧スリの瞬間！,https://www.youtube.com/watch?v=ngvnzGbRia4,2022-07-17 06:44,,watch
4171,watch,安倍元総理に二度漬け禁止！もう言われへん…大阪・串かつだるま会長との交流秘話。,https://www.youtube.com/watch?v=3Z80HFfqvSM,2022-07-17 06:50,,watch
4172,watch,https://www.youtube.com/watch?v=q4VjS7l22YY,https://www.youtube.com/watch?v=q4VjS7l22YY,2022-07-17 06:50,,watch
4173,watch,可愛い−ミイヒさん,https://www.youtube.com/watch?v=cNPNxjv3bLE,2022-07-17 06:50,,watch
4174,watch,【安倍さん】面白シーン,https://www.youtube.com/watch?v=21bmAWlXW84,2022-07-17 06:50,,watch
4175,shorts,ビストロSMAPを訪れた安倍晋三にSMAPが質問攻めw #追悼 #安倍晋三 #総理大臣 #SMAP #スマスマ #Shorts,https://www.youtube.com/watch?v=ZlE-IGBFUlU,2022-07-17 06:50,,watch
4176,shorts,Twice サナの涙と生歌可愛いもう神！ / Even Twice Sana crys she looks so cute and her song is great / #Shorts,https://www.youtube.com/watch?v=OX5Lzj5DofM,2022-07-17 06:50,,watch
4177,shorts,"宮脇咲良がメディアで初めて語る記憶 ""私のお父さん""【LE SSERAFIM】#Shorts",https://www.youtube.com/watch?v=LmgfGwjydYs,2022-07-17 06:50,,watch
4178,watch,“殺害示唆”の手紙、事前に投函か　安倍元総理銃撃事件(2022年7月17日),https://www.youtube.com/watch?v=BmGzKywE4Is,2022-07-17 06:52,,watch
4179,watch,【元信者が語る】「旧統一教会」の実態...なぜ献金？どうやって勧誘？友人に誘われ「バレーボール」に行ったら周りは全員信者だった（2022年7月15日）,https://www.youtube.com/watch?v=Nc_r8zsj9F8,2022-07-17 06:56,,watch
4180,watch,山上徹也容疑者「銃を作るたびに山中で試し撃ちした」命中精度を確認か...山中で木製板・ドラム缶・コンクリブロック発見（2022年7月15日）,https://www.youtube.com/watch?v=lgW8gfiyPQA,2022-07-17 07:17,,watch
4181,watch,「トップクラスの優良信者」「次から次へと献金」伯父が語る山上徹也容疑者の母と家庭崩壊...知人らも母の信仰ぶりを証言（2022年7月15日）,https://www.youtube.com/watch?v=lQUBbfLgszs,2022-07-17 07:20,,watch
4182,watch,"「７月中に所持金なくなるので死ぬ前に...と襲撃決心」容疑者の背景に""生活の困窮""か...安倍元総理銃撃事件から１週間（2022年7月15日）",https://www.youtube.com/watch?v=lpSuBylhOjY,2022-07-17 07:21,,watch
4183,search,ミートソース,https://www.youtube.com/results?search_query=%E3%83%9F%E3%83%BC%E3%83%88%E3%82%BD%E3%83%BC%E3%82%B9,2022-07-17 08:36:54.220000+00:00,,search
4184,watch,IELTS Writing Task 1: How to Describe a Bar Chart,https://www.youtube.com/watch?v=E3U1Y1jgGls,2022-07-18 02:21,,watch
4185,watch,いつも男３人ぐらいといるタイプの女子,https://www.youtube.com/watch?v=kxt7KmSc8_M,2022-07-18 13:50,,watch
4186,search,いつも男といる女,https://www.youtube.com/results?search_query=%E3%81%84%E3%81%A4%E3%82%82%E7%94%B7%E3%81%A8%E3%81%84%E3%82%8B%E5%A5%B3,2022-07-18 13:50:06.476000+00:00,,search
4187,post-search-watch,泊まりたい女 vs 帰って欲しい女,https://www.youtube.com/watch?v=OFCqWVOyIdA,2022-07-18 13:53,,watch
4188,shorts,JYP歴代最高ビジュアル #Shorts,https://www.youtube.com/watch?v=KC8YonaHx6s,2022-07-18 13:58,,watch
4189,watch,[KCON 2022 Premiere] NiziU - Dance The Night Away (원곡  TWICE) | Mnet 220609 방송,https://www.youtube.com/watch?v=ZK60Q2ZvREc,2022-07-18 14:01,,watch
4190,shorts,似てると言われてるスジ、アヤカ、カズハ。#shorts #niziu #lesserafim,https://www.youtube.com/watch?v=3ICHLhoEgwQ,2022-07-18 14:01,,watch
4191,watch,美人の前でもビビらず素を出せるタイプの人,https://www.youtube.com/watch?v=8Onk-v_iU70,2022-07-18 14:06,,watch
4192,watch,https://www.youtube.com/watch?v=mnERI_3M2aY,https://www.youtube.com/watch?v=mnERI_3M2aY,2022-07-18 14:09,,watch
